,Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,liveness,Loudness,Speechiness,Tempo,Time_signature,Key,Duration_ms,Mode,Speechiness.1,Valence
1599,It Ends Tonight,Move Along,The All-American Rejects,2005-01-01,244826,1,0.00233,0.454,0.631,0.0,0.177,-4.733,0.0268,87.888,0,11,244827,1,0.0268,0.313
1600,Bleeding Love,Spirit,Leona Lewis,2007,262466,1,0.188,0.638,0.656,0.0,0.146,-5.886,0.0357,104.036,0,11,262467,1,0.0357,0.225
1601,Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,275986,1,0.00864,0.583,0.829,0.0,0.0426,-4.603,0.134,174.028,0,7,275987,1,0.134,0.575
1602,Glamorous,The Dutchess,Fergie,2006-09-13,246600,1,0.298,0.811,0.757,0.0,0.103,-6.447,0.23,130.993,0,11,246600,1,0.23,0.565
1603,Big Girls Don't Cry (Personal),The Dutchess,Fergie,2006-09-13,268120,1,0.205,0.708,0.641,0.0,0.0945,-4.296,0.0335,113.082,0,4,268120,1,0.0335,0.253
1604,Valerie (feat. Amy Winehouse) - Version Revisited,Version,Mark Ronson,2007-06-22,219413,0,0.00253,0.698,0.844,0.000426,0.124,-4.789,0.0544,105.828,0,7,219413,1,0.0544,0.896
1605,Hey There Delilah,All That We Needed,Plain White T's,2005-01-01,232533,1,0.872,0.656,0.291,0.0,0.114,-10.572,0.0293,103.971,0,8,232533,1,0.0293,0.298
1606,What Goes Around.../...Comes Around (Interlude),FutureSex/LoveSounds,Justin Timberlake,2006-09-12,448573,1,0.122,0.687,0.723,0.00102,0.573,-4.751,0.0709,76.0,0,4,448573,1,0.0709,0.432
1607,The Sweet Escape,The Sweet Escape,Gwen Stefani,2006-01-01,246466,1,0.191,0.756,0.77,0.0,0.178,-3.502,0.0343,119.961,0,7,246467,1,0.0343,0.73
1608,The Way I Are,Shock Value,Timbaland,2007-01-01,179120,1,0.181,0.731,0.807,0.751,0.319,-6.492,0.1,114.759,0,11,179120,0,0.1,0.765
1609,Gimme More,Blackout,Britney Spears,2007-10-25,251240,1,0.25,0.788,0.844,0.000678,0.0723,-3.131,0.0334,113.324,0,8,251240,1,0.0334,0.382
1610,Cupid's Chokehold / Breakfast in America - Radio Mix,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,2007-01-02,237173,1,0.495,0.584,0.681,0.0,0.289,-5.084,0.0781,79.702,0,7,237173,0,0.0781,0.821
1611,About You Now,Change,Sugababes,2007-01-01,212400,1,6.52e-05,0.584,0.699,6.05e-05,0.486,-6.065,0.0378,82.499,0,7,212400,0,0.0378,0.585
1612,Say It Right,Loose,Nelly Furtado,2006-01-01,223080,1,0.0476,0.872,0.872,0.00112,0.0543,-6.328,0.139,116.948,0,7,223080,1,0.139,0.809
1613,Before He Cheats,Some Hearts,Carrie Underwood,2005-11-14,199946,1,0.271,0.519,0.749,0.0,0.119,-3.318,0.0405,147.905,0,7,199947,0,0.0405,0.29
1614,Beautiful Girls,Beautiful Girls,Sean Kingston,2007-07-23,225373,1,0.15,0.762,0.661,0.0,0.256,-6.075,0.0687,130.009,0,7,225373,0,0.0687,0.769
1615,Shut Up And Drive,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,212280,1,0.00101,0.735,0.826,0.129,0.197,-4.902,0.0349,132.964,0,7,212280,1,0.0349,0.74
1616,Because Of You,Because Of You,Ne-Yo,2007-01-01,266840,1,0.528,0.81,0.538,0.0,0.0951,-5.784,0.0356,109.97,0,11,266840,0,0.0356,0.828
1617,Girlfriend,The Best Damn Thing (Expanded Edition),Avril Lavigne,2007-04-17,216600,1,0.000722,0.56,0.959,0.000221,0.209,-2.433,0.102,163.983,0,4,216600,1,0.102,0.669
1618,Fergalicious,The Dutchess,Fergie,2006-09-13,292373,1,0.0576,0.906,0.584,0.0,0.128,-7.72,0.316,129.055,0,7,292373,0,0.316,0.831
1619,She's So Lovely,Scouting For Girls,Scouting For Girls,2007,223813,0,0.0673,0.494,0.859,0.0,0.0468,-3.335,0.0669,167.125,0,11,223813,1,0.0669,0.634
1620,Summer Love,FutureSex/LoveSounds,Justin Timberlake,2006-09-12,252973,1,0.0756,0.606,0.591,0.0,0.328,-7.228,0.087,95.802,0,11,252973,0,0.087,0.477
1621,U + Ur Hand,I'm Not Dead,P!nk,2006-04-04,214386,0,0.00144,0.709,0.891,0.0,0.034,-3.688,0.0528,141.04,0,11,214387,1,0.0528,0.886
1622,Smack That,Konvicted,Akon,2006,212360,0,0.317,0.94,0.743,0.0,0.0909,-5.166,0.0475,118.988,0,11,212360,0,0.0475,0.932
1623,Grace Kelly,Life In Cartoon Motion,MIKA,2006-01-01,187733,1,0.0242,0.675,0.828,0.0102,0.364,-5.799,0.0454,122.229,0,11,187733,1,0.0454,0.669
1624,Like a Boy,The Evolution,Ciara,2006,237053,1,0.267,0.701,0.724,0.0,0.0867,-5.751,0.145,132.035,0,11,237053,0,0.145,0.425
1625,Misery Business,Riot!,Paramore,2007-06-11,211520,1,0.00272,0.517,0.906,9.26e-06,0.113,-3.677,0.0735,172.977,0,7,211520,1,0.0735,0.731
1626,Foundations,Made of Bricks,Kate Nash,2007-08-06,245173,1,0.0886,0.502,0.904,0.0,0.0839,-4.01,0.0774,84.461,0,11,245173,1,0.0774,0.868
1627,My Love (feat. T.I.),FutureSex/LoveSounds Deluxe Edition,Justin Timberlake,2006-09-13,276160,1,0.277,0.771,0.68,1.18e-05,0.682,-5.881,0.224,119.952,0,10,276160,0,0.224,0.808
1628,Hate That I Love You,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,218946,1,0.323,0.637,0.73,0.0,0.0981,-5.38,0.0874,93.867,0,11,218947,0,0.0874,0.732
1629,Bartender (feat. Akon),Epiphany,T-Pain,2007-06-05,238800,0,0.0611,0.675,0.394,0.0,0.214,-8.539,0.133,104.987,0,7,238800,1,0.133,0.405
1630,Do You Know? (The Ping Pong Song),Do You Know? (The Ping Pong Song) [International Version],Enrique Iglesias,2007-01-01,219533,0,0.0523,0.753,0.759,0.0,0.0263,-4.829,0.0487,114.999,0,7,219533,1,0.0487,0.706
1631,Tears Dry On Their Own,Back To Black,Amy Winehouse,2006-10-27,185186,1,0.491,0.643,0.871,0.0,0.29,-2.734,0.118,121.569,0,7,185187,0,0.118,0.452
1632,Thnks fr th Mmrs,Infinity On High,Fall Out Boy,2007-01-01,203506,1,0.00511,0.459,0.891,0.0,0.106,-5.057,0.0623,154.837,0,9,203507,0,0.0623,0.588
1633,Give It To Me,Shock Value,Timbaland,2007-01-01,234026,1,0.168,0.975,0.711,0.000552,0.0799,-3.904,0.0632,110.621,0,7,234027,1,0.0632,0.815
1634,Don't Matter,Konvicted,Akon,2006,293066,0,0.225,0.801,0.454,0.0,0.226,-6.035,0.0371,125.139,0,8,293067,1,0.0371,0.34
1635,Rockstar,All the Right Reasons (Walmart Exclusive Edition),Nickelback,2005-09-26,252040,1,0.0459,0.616,0.91,0.0,0.343,-3.004,0.0386,144.072,0,11,252040,1,0.0386,0.693
1636,Bubbly,Coco,Colbie Caillat,2007-01-01,196226,1,0.594,0.688,0.477,0.0,0.115,-6.684,0.036,127.866,0,5,196227,1,0.036,0.257
1637,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Epiphany,T-Pain,2007-06-05,227960,0,0.0108,0.451,0.55,0.0,0.0737,-8.137,0.262,80.001,0,7,227960,1,0.262,0.594
1638,Teenagers,The Black Parade,My Chemical Romance,2006-10-23,161920,1,0.0506,0.463,0.857,0.0,0.184,-3.063,0.0632,111.647,0,8,161920,1,0.0632,0.856
1639,Rehab,Back To Black (Deluxe Edition),Amy Winehouse,2006,214946,1,0.0541,0.407,0.558,1.51e-06,0.34,-13.609,0.0552,71.815,0,11,214947,1,0.0552,0.777
1640,Kiss Kiss (feat. T-Pain),Exclusive (Expanded Edition),Chris Brown,2007-11-06,250666,1,0.0506,0.729,0.658,0.0,0.0693,-3.386,0.225,140.043,2,9,250667,0,0.225,0.551
1641,Candyman,Back To Basics,Christina Aguilera,2006-08-14,194213,1,0.0125,0.686,0.789,0.0147,0.142,-4.713,0.23,172.976,0,7,194213,0,0.23,0.72
1642,How to Save a Life,How To Save A Life,The Fray,2005-09-13,262533,1,0.269,0.64,0.743,0.0,0.101,-4.08,0.0379,122.035,0,9,262533,1,0.0379,0.361
1643,Here (In Your Arms) - Radio Edit,Zombies! Aliens! Vampires! Dinosaurs!,Hellogoodbye,2007-05-18,240546,0,0.2,0.697,0.608,0.00305,0.273,-6.809,0.036,126.053,0,11,240547,1,0.036,0.803
1644,Stronger,Graduation,Kanye West,2007-09-11,311866,0,0.00564,0.617,0.717,0.0,0.408,-7.858,0.153,103.992,0,9,311867,0,0.153,0.49
1645,Shine,Beautiful World,Take That,2006-01-01,211506,1,0.0312,0.581,0.852,0.0,0.103,-3.4,0.0372,90.01,0,7,211507,1,0.0372,0.765
1646,Cry for You,Dancing Shoes,September,2007-03-08,209800,1,0.00133,0.767,0.881,0.000139,0.0551,-3.988,0.0301,130.018,0,5,209800,1,0.0301,0.961
1647,Let Me Think About It,Singled Out,Ida Corr,2012-10-29,151973,0,0.00022,0.762,0.754,0.0665,0.146,-3.425,0.046,129.026,0,11,151973,0,0.046,0.715
1648,Beautiful Liar,B'Day Deluxe Edition,Beyoncé,2007-05-29,199853,1,0.00554,0.764,0.751,0.000237,0.164,-3.74,0.0703,91.977,0,7,199853,1,0.0703,0.418
1649,Makes Me Wonder,It Won't Be Soon Before Long (International Version),Maroon 5,2007-01-01,211080,1,0.00485,0.803,0.851,0.000358,0.0577,-2.429,0.0357,113.996,0,4,211080,1,0.0357,0.881
1650,"Dear Maria, Count Me In","So Wrong, It's Right",All Time Low,2007-09-25,182826,1,0.00725,0.459,0.895,0.0,0.206,-3.126,0.0805,181.04,0,8,182827,1,0.0805,0.572
1651,Keep Holding On,The Best Damn Thing (Expanded Edition),Avril Lavigne,2007-04-17,239906,1,0.0374,0.162,0.786,0.0,0.143,-2.353,0.038,161.192,2,4,239907,1,0.038,0.138
1652,Chasing Cars,Eyes Open,Snow Patrol,2006-01-01,267960,1,0.199,0.56,0.595,6.47e-05,0.132,-4.53,0.0274,104.011,0,5,267960,1,0.0274,0.144
1653,Heartbroken - Edit,Heartbroken,T2,2017-03-10,178613,1,0.0258,0.716,0.757,0.00392,0.16,-5.438,0.0329,139.986,0,10,178614,0,0.0329,0.877
1654,Goodbye Mr A,The Trick To Life,The Hoosiers,2007-10-22,266813,1,0.085,0.468,0.841,0.00195,0.187,-3.263,0.0294,185.966,0,8,266813,1,0.0294,0.574
1655,The Great Escape,Boys Like Girls,Boys Like Girls,2007-08-31,206520,1,0.00166,0.423,0.94,0.0,0.178,-4.012,0.0635,149.934,0,7,206520,0,0.0635,0.505
1656,Patience,Beautiful World,Take That,2006-01-01,202066,1,0.142,0.309,0.783,1.11e-06,0.118,-4.154,0.0405,175.788,0,9,202067,1,0.0405,0.372
1657,Everything,Call Me Irresponsible,Michael Bublé,2007-04-30,212373,1,0.39,0.686,0.688,1.03e-06,0.0924,-4.981,0.0254,123.125,0,7,212373,0,0.0254,0.493
1658,I Wanna Love You,Konvicted,Akon,2006,247066,0,0.0359,0.865,0.45,1.28e-06,0.308,-9.387,0.0417,99.989,0,11,247067,1,0.0417,0.352
1659,Put Your Hands Up For Detroit - Radio Edit,Put Your Hands Up For Detroit,Fedde Le Grand,2015-06-18,150533,0,0.0153,0.827,0.931,0.21,0.0992,-4.474,0.202,127.995,0,4,150533,1,0.202,0.491
1660,Happy Ending,Life In Cartoon Motion,MIKA,2007-01-01,273800,1,0.552,0.564,0.437,0.0,0.217,-8.375,0.0285,96.018,0,7,273800,1,0.0285,0.307
1661,Home,Greatest Hits,Westlife,2011-11-21,204253,0,0.44,0.549,0.546,0.0,0.0853,-6.241,0.0281,122.007,0,9,204253,1,0.0281,0.158
1662,Crank That (Soulja Boy),souljaboytellem.com,Soulja Boy,2007-01-01,221933,1,0.515,0.736,0.74,0.0,0.0468,-2.18,0.0786,140.141,0,11,221933,1,0.0786,0.803
1663,LoveStoned / I Think She Knows (Interlude),FutureSex/LoveSounds,Justin Timberlake,2006-09-12,444333,1,0.34,0.859,0.681,0.000161,0.213,-6.247,0.0549,121.243,0,7,444333,1,0.0549,0.852
1664,Let It Go,Just Like You,Keyshia Cole,2007,238360,1,0.197,0.808,0.721,0.0,0.205,-5.165,0.213,94.955,0,7,238360,1,0.213,0.773
1665,Rule The World - Radio Edit,Rule The World,Take That,2007-01-01,237760,1,0.0376,0.357,0.774,0.0,0.348,-4.226,0.034,164.054,0,8,237760,1,0.034,0.348
1666,It's Not Over,It's Not Over....The Hits So Far,Daughtry,2016-02-12,215173,0,0.0467,0.45,0.921,0.0,0.311,-3.476,0.0538,145.959,0,9,215173,0,0.0538,0.413
1667,When You're Gone,The Best Damn Thing (Expanded Edition),Avril Lavigne,2007-04-17,240493,1,0.191,0.457,0.719,0.0,0.228,-3.921,0.0323,142.034,0,8,240493,0,0.0323,0.168
1668,Acceptable in the 80's,I Created Disco,Calvin Harris,2007-06-18,333680,1,0.0143,0.787,0.808,0.257,0.0466,-5.454,0.0511,127.99,0,4,333680,1,0.0511,0.942
1669,Fluorescent Adolescent,Favourite Worst Nightmare,Arctic Monkeys,2007-04-22,183893,1,0.00146,0.654,0.828,0.000144,0.122,-5.377,0.0281,112.056,0,7,183893,0,0.0281,0.79
1670,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)","Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",Wyclef Jean,2007-08-14,241133,1,0.0772,0.733,0.744,0.0,0.341,-3.51,0.0553,92.515,0,7,241133,1,0.0553,0.529
1671,Home,It's Not Over....The Hits So Far,Daughtry,2016-02-12,255253,0,0.00416,0.461,0.855,7.14e-06,0.19,-3.235,0.0338,143.918,0,7,255253,1,0.0338,0.383
1672,Wait for You,Elliott Yamin,Elliott Yamin,2007-03-23,261320,1,0.25,0.764,0.487,0.0,0.184,-6.734,0.0281,116.027,0,11,261320,1,0.0281,0.352
1673,Back To Black,Back To Black (Deluxe Edition),Amy Winehouse,2006,241293,1,0.134,0.403,0.422,2.05e-05,0.0861,-13.964,0.0373,122.728,0,4,241293,0,0.0373,0.378
1674,Love Today,Life In Cartoon Motion,MIKA,2006-01-01,235173,1,0.0304,0.673,0.913,0.00298,0.113,-4.981,0.0664,124.484,0,8,235173,1,0.0664,0.587
1675,With Every Heartbeat,Robyn (Special Online Edition),Robyn,2005-04-27,254920,0,0.00877,0.477,0.865,4.52e-05,0.271,-4.462,0.0395,120.872,2,8,254920,0,0.0395,0.413
1676,Last Night,Just Like You,Keyshia Cole,2007,255706,1,0.166,0.918,0.857,0.0003,0.0855,-5.032,0.0623,121.006,0,11,255707,0,0.0623,0.972
1677,"This Ain't A Scene, It's An Arms Race",Infinity On High,Fall Out Boy,2007-01-01,212040,1,0.000747,0.435,0.887,0.0,0.0327,-4.07,0.0636,199.935,0,5,212040,1,0.0636,0.408
1678,Ayo Technology,Curtis,50 Cent,2007-01-01,247946,1,0.0828,0.63,0.782,0.0,0.034,-5.44,0.132,140.144,0,7,247947,0,0.132,0.418
1679,New Shoes,These Streets,Paolo Nutini,2007-01-30,203653,1,0.47,0.748,0.735,1.09e-05,0.0851,-8.692,0.0903,150.04,0,7,203653,1,0.0903,0.854
1680,You,Street Love,Lloyd,2007-01-01,273133,1,0.102,0.412,0.876,0.0,0.297,-6.008,0.47,130.159,1,11,273133,0,0.47,0.703
1681,Shortie Like Mine (feat. Chris Brown & Johntá Austin),The Price Of Fame,Bow Wow,2006-12-18,268066,1,0.0745,0.758,0.642,0.0,0.191,-8.128,0.221,142.078,0,4,268067,0,0.221,0.701
1682,Destination Calabria - Radio Edit,Destination Calabria,Alex Gaudino,2007-02-19,223111,1,0.0015,0.627,0.954,0.000814,0.292,-4.804,0.0425,128.016,0,8,223112,1,0.0425,0.312
1683,Starz In Their Eyes,Overtones,Just Jack,2006-01-01,295933,1,0.00184,0.67,0.8,0.000356,0.466,-6.731,0.0652,123.802,0,11,295933,1,0.0652,0.656
1684,Ice Box,21,Omarion,2006-12-26,256426,1,0.189,0.775,0.731,0.0,0.129,-5.446,0.134,131.105,0,7,256427,1,0.134,0.821
1685,1973,All the Lost Souls,James Blunt,2007-09-17,280026,1,0.0652,0.72,0.668,0.00664,0.0789,-7.928,0.0269,123.007,0,5,280027,1,0.0269,0.768
1686,The Creeps - Fedde Le Grand Radio Mix,The Creeps,Camille Jones,2006-06-15,152333,0,0.278,0.847,0.861,0.029,0.0626,-6.632,0.0603,127.894,0,7,152333,1,0.0603,0.724
1687,Get It Shawty,Street Love,Lloyd,2007-01-01,209533,1,0.123,0.822,0.905,0.0,0.0496,-4.032,0.241,128.014,0,11,209533,0,0.241,0.674
1688,Ruby,"Yours Truly, Angry Mob",Kaiser Chiefs,2007-01-01,204200,1,0.00673,0.451,0.939,4.85e-06,0.0774,-2.82,0.0512,93.416,0,11,204200,0,0.0512,0.448
1689,Runaway Love,Release Therapy,Ludacris,2006-01-01,280680,1,0.329,0.405,0.721,0.0,0.252,-6.97,0.283,92.854,0,7,280680,1,0.283,0.815
1690,Face Down,Don't You Fake It,The Red Jumpsuit Apparatus,2006-01-01,192000,1,0.000665,0.545,0.932,0.0,0.127,-2.189,0.0399,92.956,0,4,192000,0,0.0399,0.464
1691,Paralyzer,Them Vs. You Vs. Me (Deluxe Edition),Finger Eleven,2007-01-01,208106,1,0.157,0.644,0.939,0.0,0.233,-3.486,0.0456,106.031,0,10,208107,0,0.0456,0.861
1692,I Tried,Strength & Loyalty,Bone Thugs-N-Harmony,2007,287480,1,0.0104,0.727,0.71,0.0,0.107,-6.142,0.0742,81.995,0,8,287480,1,0.0742,0.378
1693,"Pop, Lock & Drop It - Video Edit",Notebook Paper,Huey,2006,261026,1,0.00308,0.723,0.644,0.0,0.352,-6.863,0.222,144.09,0,10,261027,0,0.222,0.645
1694,Better Than Me,00s Rock,Various Artists,2019-05-17,223533,0,0.205,0.451,0.682,0.0,0.175,-5.295,0.029,139.913,0,8,223533,0,0.029,0.254
1695,Stop Me (feat. Daniel Merriweather),Version,Mark Ronson,2007-04-16,232946,0,0.00128,0.626,0.906,8.52e-06,0.137,-4.334,0.0403,118.035,0,11,232947,1,0.0403,0.346
1696,Bed,Back Of My Lac',J. Holiday,2007-01-01,275106,1,0.17,0.684,0.606,0.0,0.058,-7.268,0.0504,127.901,0,11,275107,0,0.0504,0.723
1697,Party Like A Rock Star,Rockstar Mentality,Shop Boyz,2007-01-01,253400,1,0.00541,0.619,0.709,0.0,0.507,-4.633,0.0395,144.972,0,4,253400,1,0.0395,0.68
1698,The Way I Live - Main Explicit,Across The Water,Baby Boy Da Prince,2006-01-01,324906,1,0.0147,0.88,0.438,0.0,0.0907,-7.562,0.248,90.02,0,11,324907,1,0.248,0.714
1699,Make Me Better,From Nothin' To Somethin' (Bonus Track Version),Fabolous,2007-01-01,253573,1,0.33,0.607,0.599,0.0,0.199,-6.886,0.0995,86.491,0,10,253573,1,0.0995,0.562
1700,Low (feat. T-Pain),Mail on Sunday,Flo Rida,2008-03-17,231400,1,0.0928,0.918,0.609,0.0,0.139,-5.64,0.0791,128.008,0,9,231400,0,0.0791,0.304
1701,I Kissed A Girl,One Of The Boys,Katy Perry,2008-06-17,179640,1,0.00223,0.699,0.76,0.0,0.132,-3.173,0.0677,129.996,0,11,179640,1,0.0677,0.696
1702,Take A Bow,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,229413,1,0.248,0.697,0.467,0.0,0.0941,-7.536,0.0715,82.082,0,5,229413,1,0.0715,0.572
1703,No One,As I Am (Expanded Edition),Alicia Keys,2007-11-09,253813,1,0.0209,0.644,0.549,8.85e-06,0.134,-5.415,0.0285,90.04,0,7,253813,0,0.0285,0.167
1704,Apologize,Shock Value,Timbaland,2007-01-01,184400,1,0.0292,0.653,0.604,0.0,0.097,-6.017,0.0278,118.016,0,7,184400,1,0.0278,0.101
1705,Miss Independent,Year Of The Gentleman,Ne-Yo,2008-01-01,232000,1,0.48,0.668,0.673,0.0,0.194,-5.714,0.145,171.812,0,7,232000,1,0.145,0.727
1706,With You,Exclusive (Expanded Edition),Chris Brown,2007-11-06,252120,1,0.134,0.662,0.693,0.0,0.145,-4.298,0.0698,86.009,0,11,252120,1,0.0698,0.655
1707,If I Were a Boy,I AM...SASHA FIERCE,Beyoncé,2008-11-14,249146,1,0.107,0.632,0.518,0.0,0.354,-6.126,0.0313,90.007,0,7,249147,1,0.0313,0.427
1708,Dangerous,Not 4 Sale,Kardinal Offishall,2008-01-01,246053,1,0.00437,0.949,0.79,0.0,0.0816,-5.957,0.0756,117.002,0,7,246053,1,0.0756,0.807
1709,See You Again,Hannah Montana 2 / Meet Miley Cyrus,Hannah Montana,2007-01-01,190453,0,0.0149,0.692,0.911,7.34e-05,0.112,-5.098,0.177,138.975,0,5,190453,0,0.177,0.801
1710,Hot N Cold,One Of The Boys,Katy Perry,2008-06-17,220226,1,7.95e-05,0.706,0.841,0.0,0.0688,-3.956,0.0418,132.032,0,4,220227,1,0.0418,0.861
1711,Pocketful of Sunshine,Strip Me Away,Natasha Bedingfield,2008,203440,1,0.203,0.726,0.881,0.0,0.108,-3.892,0.0391,110.019,0,5,203440,0,0.0391,0.682
1712,Chasing Pavements,19,Adele,2008-01-28,210506,0,0.291,0.614,0.47,0.0,0.111,-6.09,0.0255,80.045,0,11,210507,0,0.0255,0.329
1713,Love in This Club (feat. Young Jeezy),Here I Stand,Usher,2008-05-27,259720,1,0.0572,0.573,0.712,0.0,0.167,-5.976,0.0732,140.012,0,11,259720,1,0.0732,0.346
1714,Forever,Forever,Chris Brown,2008-04-29,278573,1,0.0368,0.672,0.82,0.000188,0.184,-4.456,0.0459,120.005,0,10,278573,1,0.0459,0.438
1715,Disturbia,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,238626,1,0.0863,0.707,0.813,0.0,0.168,-4.515,0.0571,124.921,0,10,238627,0,0.0571,0.722
1716,So What,Funhouse (Expanded Edition),P!nk,2008-10-24,215160,1,0.000334,0.534,0.87,0.0,0.241,-3.078,0.0425,126.019,0,10,215160,0,0.0425,0.462
1717,One Step At a Time,Jordin Sparks,Jordin Sparks,2007-11-19,205160,1,0.0825,0.766,0.692,0.0,0.0384,-4.672,0.0289,102.028,0,7,205160,1,0.0289,0.691
1718,Crush,David Archuleta,David Archuleta,2008-11-11,213520,1,0.00836,0.57,0.664,1.2e-05,0.0719,-4.718,0.0322,162.084,0,11,213520,0,0.0322,0.487
1719,Love Song,Little Voice,Sara Bareilles,2007-07-03,258826,1,0.0208,0.583,0.786,0.0,0.188,-3.142,0.0301,123.055,0,8,258827,0,0.0301,0.573
1720,Burnin' Up,A Little Bit Longer,Jonas Brothers,2008-08-12,175093,1,0.0296,0.667,0.954,0.0,0.331,-3.462,0.0817,114.03,0,8,175093,1,0.0817,0.807
1721,Live Your Life,Paper Trail,T.I.,2008-09-07,338853,1,0.071,0.375,0.862,0.0,0.211,-3.363,0.255,159.841,0,10,338853,0,0.255,0.478
1722,Womanizer,Circus (Deluxe Version),Britney Spears,2008-12-02,224400,1,0.073,0.724,0.695,0.0,0.0889,-5.226,0.0622,139.0,0,10,224400,1,0.0622,0.235
1723,When I Grow Up,Doll Domination (Deluxe),The Pussycat Dolls,2008-09-23,245680,1,0.00165,0.671,0.685,0.0,0.398,-5.762,0.05,118.449,0,10,245680,0,0.05,0.368
1724,Don't Stop The Music,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,267080,1,0.0336,0.835,0.669,6.92e-05,0.0535,-5.582,0.0643,122.668,0,7,267080,0,0.0643,0.542
1725,No Air (feat. Chris Brown),Jordin Sparks,Jordin Sparks,2007-11-19,264373,1,0.0521,0.466,0.759,0.0,0.0587,-4.978,0.199,160.033,0,7,264373,0,0.199,0.328
1726,Shake It,Metro Station,Metro Station,2007-09-18,179946,1,0.00221,0.618,0.955,3.09e-06,0.486,-3.836,0.0798,150.034,0,8,179947,1,0.0798,0.79
1727,4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version),Madonna,2009-09-18,189693,1,0.00994,0.753,0.931,0.00696,0.234,-4.922,0.0652,113.029,0,8,189693,1,0.0652,0.767
1728,Leavin',Departure - Recharged,Jesse McCartney,2008,216880,1,0.0283,0.687,0.71,3.71e-06,0.0689,-5.84,0.0522,79.235,0,5,216880,1,0.0522,0.886
1729,Heartbeat,Scouting For Girls,Scouting For Girls,2007,175906,0,0.0509,0.566,0.863,0.0,0.106,-3.835,0.0621,155.131,0,8,175907,1,0.0621,0.864
1730,The Man Who Can't Be Moved,The Script,The Script,2008-07-14,241373,1,0.434,0.605,0.629,0.0,0.097,-5.051,0.0278,99.893,0,9,241373,1,0.0278,0.308
1731,Bubbly,Coco,Colbie Caillat,2007-01-01,196226,1,0.594,0.688,0.477,0.0,0.115,-6.684,0.036,127.866,0,5,196227,1,0.036,0.257
1732,Take You There,Sean Kingston,Sean Kingston,2008-03-11,236693,1,0.0182,0.752,0.921,0.0,0.256,-4.321,0.0696,115.033,0,11,236693,0,0.0696,0.634
1733,Hate That I Love You,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,218946,1,0.323,0.637,0.73,0.0,0.0981,-5.38,0.0874,93.867,0,11,218947,0,0.0874,0.732
1734,Tattoo,Jordin Sparks,Jordin Sparks,2007-11-19,233466,1,0.431,0.566,0.766,0.0,0.101,-5.036,0.0399,168.005,0,8,233467,1,0.0399,0.547
1735,American Boy,Shine,Estelle,2008-03-28,284733,1,0.171,0.727,0.729,0.0,0.07,-2.99,0.326,117.932,0,11,284733,1,0.326,0.512
1736,Right Now (Na Na Na),Freedom,Akon,2008-01-01,240746,1,0.262,0.83,0.857,0.0,0.413,-4.194,0.152,137.982,0,7,240747,0,0.152,0.607
1737,Touch My Body,E=MC²,Mariah Carey,2008-01-01,204733,0,0.0996,0.715,0.665,0.0,0.224,-7.736,0.0502,78.502,0,8,204733,0,0.0502,0.84
1738,Closer,Year Of The Gentleman,Ne-Yo,2008-01-01,234360,1,0.0225,0.709,0.745,5.2e-05,0.154,-6.437,0.0738,126.027,0,8,234360,0,0.0738,0.576
1739,I Hate This Part,Doll Domination (Deluxe),The Pussycat Dolls,2008-09-23,218400,1,0.0659,0.756,0.612,0.0,0.274,-4.371,0.0317,111.572,0,11,218400,1,0.0317,0.452
1740,Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,2008-05-26,242373,1,0.0954,0.486,0.617,3.23e-06,0.109,-7.115,0.0287,138.015,0,11,242373,0,0.0287,0.417
1741,Dance Wiv Me - Radio Edit,Tongue N' Cheek (Dirtee Deluxe Edition),Dizzee Rascal,2011-01-01,204093,1,0.0476,0.878,0.746,0.0,0.154,-4.281,0.0451,111.996,0,10,204093,1,0.0451,0.792
1742,What's It Gonna Be (feat. Platnum),What's It Gonna Be (feat. Platnum),"H ""two"" O",2008-02-08,207476,1,0.0085,0.733,0.9,0.0218,0.151,-4.758,0.0341,139.61,0,5,207476,1,0.0341,0.937
1743,Spotlight,Jennifer Hudson,Jennifer Hudson,2008-09-30,250106,1,0.0448,0.707,0.724,0.0,0.072,-3.887,0.051,108.984,0,10,250107,0,0.051,0.659
1744,Now You're Gone - Video Edit,Now You're Gone - The Album,Basshunter,2008-01-15,148186,1,0.0213,0.639,0.976,0.0,0.0856,-5.503,0.354,147.99,0,7,148187,1,0.354,0.354
1745,Good Life,Graduation,Kanye West,2007-09-11,207000,0,0.00305,0.439,0.808,0.0,0.439,-6.881,0.346,82.962,0,7,207000,1,0.346,0.487
